record_id,category,incident_datetime,state,city,person_name,person_age,person_gender,contact_number,record_status,crime_type,platform_involved,,financial_loss_inr,caller_number,callee_number,call_duration_sec,call_type,tower_location,imei_number,fir_number,police_station,complaint_category,officer_assigned,fir_status,platform_name,account_handle,theft_type,followers_count,recovery_status,transaction_id,bank_name,account_number_masked,transaction_amount_inr,transaction_type,merchant_name,fraud_flag,description
REC005699,Online FIR,7/15/2024 18:16,Karnataka,Mangaluru,Ankit Dubey,58,Male,9.17752E+11,Escalated,,,,,,,,,,,FIR/2024/27761,Mangaluru Cyber Crime PS,Data Theft,SI Ira Agarwal,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Pending Verification."
REC002648,Call Data Record,10/2/2024 14:56,Punjab,Amritsar,Sandeep Rao,50,Male,9.19967E+11,Escalated,,,,,9.1686E+11,9.17488E+11,0,Missed,Delhi,5.11843E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Karnataka circle.
REC008461,Online Bank Transaction,1/16/2025 10:41,Madhya Pradesh,Indore,Aarti Bose,49,Female,9.17661E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN790189263800,Punjab National Bank,XXXX9041,48145.09,RTGS,Croma,No,"RTGS transaction of INR 48,145.09, fraud_flag=No."
REC008199,Online Bank Transaction,11/28/2023 22:08,Andhra Pradesh,Vijayawada,Kavya Reddy,57,Female,9.18401E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN475212228709,Axis Bank,XXXX7552,272350.58,Credit Card,Reliance Digital,No,"Credit Card transaction of INR 272,350.58, fraud_flag=No."
REC007690,Social Media Theft,8/11/2023 19:45,West Bengal,Howrah,Aarav Choudhary,56,Male,9.17383E+11,Open,,,,,,,,,,,,,,,,WhatsApp,@aarav_choudhary64,Unauthorized Access,31573,Under Review,,,,,,,,Unauthorized Access reported on WhatsApp account.
REC009258,Online Bank Transaction,7/11/2026 9:18,Rajasthan,Jodhpur,Suresh Gupta,51,Male,9.17577E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN569074007041,Bank of Baroda,XXXX3181,171503.21,Debit Card,BigBasket,No,"Debit Card transaction of INR 171,503.21, fraud_flag=No."
REC002590,Call Data Record,12/7/2023 15:41,Rajasthan,Jaipur,Reyansh Malhotra,33,Male,9.17905E+11,Resolved,,,,,9.1748E+11,9.19179E+11,1930,Incoming,Haryana,2.77115E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1930s logged via Punjab circle.
REC001034,Cybercrime,8/7/2025 11:40,Tamil Nadu,Chennai,Abhishek Choudhary,20,Male,9.18772E+11,Closed,QR Code Fraud,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via SMS, financial loss INR 0.00."
REC004687,Online FIR,9/6/2025 18:37,Andhra Pradesh,Vijayawada,Bhavna Chauhan,27,Female,9.17838E+11,Under Review,,,,,,,,,,,FIR/2026/80811,Vijayawada Cyber Crime PS,Online Impersonation,DySP Myra Gupta,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC005012,Online FIR,3/26/2024 23:02,Kerala,Kochi,Nisha Agarwal,60,Female,9.16835E+11,Escalated,,,,,,,,,,,FIR/2024/13247,Kochi Cyber Crime PS,Harassment,SHO Manish Bhatt,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC002599,Call Data Record,8/22/2023 22:58,Andhra Pradesh,Visakhapatnam,Yash Patel,39,Male,9.18353E+11,Closed,,,,,9.17069E+11,9.17885E+11,0,Missed,Delhi,1.50262E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Delhi circle.
REC005820,Online FIR,4/2/2026 4:59,Bihar,Gaya,Bhavna Chauhan,57,Female,9.17852E+11,Open,,,,,,,,,,,FIR/2023/33226,Gaya Cyber Crime PS,Extortion,ASI Pooja Bose,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Pending Verification."
REC004609,Online FIR,6/27/2026 2:00,Delhi,New Delhi,Ananya Reddy,34,Female,9.19879E+11,Under Review,,,,,,,,,,,FIR/2025/76706,New Delhi Cyber Crime PS,Harassment,DySP Tarun Mishra,Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Filed."
REC008471,Online Bank Transaction,1/6/2024 9:16,Rajasthan,Jodhpur,Rajesh Bose,29,Male,9.17693E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN851742308248,HDFC Bank,XXXX3078,149089.68,UPI,Paytm Mall,Yes,"UPI transaction of INR 149,089.68, fraud_flag=Yes."
REC009041,Online Bank Transaction,8/22/2023 8:58,Kerala,Kochi,Ira Iyer,67,Female,9.19341E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN378529538667,IDBI Bank,XXXX0258,235989.88,Debit Card,Flipkart,Yes,"Debit Card transaction of INR 235,989.88, fraud_flag=Yes."
REC007451,Social Media Theft,4/18/2025 18:50,Punjab,Ludhiana,Ankit Chauhan,64,Male,9.16681E+11,Open,,,,,,,,,,,,,,,,Instagram,@ankit_chauhan617,Fake Profile Created,61851,Recovered,,,,,,,,Fake Profile Created reported on Instagram account.
REC004672,Online FIR,11/10/2025 21:18,Karnataka,Mangaluru,Rohan Thakur,19,Male,9.16271E+11,Escalated,,,,,,,,,,,FIR/2023/38950,Mangaluru Cyber Crime PS,Extortion,SHO Yash Singh,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Pending Verification."
REC005584,Online FIR,1/5/2025 18:20,Andhra Pradesh,Vijayawada,Rohan Sharma,57,Male,9.18045E+11,Open,,,,,,,,,,,FIR/2025/71418,Vijayawada Cyber Crime PS,Online Impersonation,SI Suresh Sinha,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC003718,Call Data Record,10/11/2025 12:35,Andhra Pradesh,Vijayawada,Saanvi Iyer,30,Female,9.1918E+11,Under Review,,,,,9.1721E+11,9.18527E+11,754,Outgoing,West Bengal,2.73942E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 754s logged via Gujarat circle.
REC009328,Online Bank Transaction,1/12/2024 0:43,Rajasthan,Jodhpur,Siddharth Das,61,Male,9.18445E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN607488605451,IDBI Bank,XXXX5291,227646.65,NEFT,Flipkart,No,"NEFT transaction of INR 227,646.65, fraud_flag=No."
REC003929,Call Data Record,12/1/2025 8:02,Karnataka,Mysuru,Aarti Iyer,64,Female,9.18866E+11,Closed,,,,,9.176E+11,9.18788E+11,1120,Outgoing,Tamil Nadu,9.75777E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1120s logged via West Bengal circle.
REC003618,Call Data Record,12/31/2023 17:06,Haryana,Faridabad,Bhavna Nair,48,Female,9.19689E+11,Open,,,,,9.18775E+11,9.16324E+11,3328,Outgoing,Kerala,6.96477E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 3328s logged via Punjab circle.
REC001426,Cybercrime,5/3/2023 1:42,Maharashtra,Nagpur,Vikram Sharma,62,Male,9.16287E+11,Under Review,QR Code Fraud,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Social Media, financial loss INR 0.00."
REC009379,Online Bank Transaction,9/23/2025 4:25,Gujarat,Vadodara,Rajesh Chauhan,64,Male,9.16433E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN282782665663,Canara Bank,XXXX3065,214979.1,UPI,Amazon,No,"UPI transaction of INR 214,979.10, fraud_flag=No."
REC002920,Call Data Record,5/8/2024 6:00,Telangana,Warangal,Suresh Malhotra,55,Male,9.19169E+11,Escalated,,,,,9.1712E+11,9.19366E+11,0,Missed,UP East,4.20958E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via MP circle.
REC003820,Call Data Record,1/12/2023 10:55,West Bengal,Kolkata,Payal Chauhan,30,Female,9.18755E+11,Open,,,,,9.16376E+11,9.18665E+11,2878,Incoming,Rajasthan,1.14814E+13,,,,,,,,,,,,,,,,,,Incoming call of duration 2878s logged via Punjab circle.
REC001872,Cybercrime,9/3/2026 14:02,Punjab,Chandigarh,Myra Saxena,22,Female,9.17396E+11,Open,Malware Attack,WhatsApp,,186909.79,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via WhatsApp, financial loss INR 186,909.79."
REC005488,Online FIR,1/8/2026 9:52,Karnataka,Mangaluru,Isha Sinha,53,Female,9.16519E+11,Resolved,,,,,,,,,,,FIR/2023/84511,Mangaluru Cyber Crime PS,Extortion,Inspector Diya Nair,Closed,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Closed."
REC000481,Cybercrime,10/26/2025 13:00,Haryana,Gurugram,Sneha Verma,55,Female,9.16792E+11,Open,Phishing,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via SMS, financial loss INR 0.00."
REC005973,Online FIR,4/28/2026 8:29,Gujarat,Vadodara,Vihaan Sharma,63,Male,9.16643E+11,Escalated,,,,,,,,,,,FIR/2025/13449,Vadodara Cyber Crime PS,Identity Theft,Constable Aanya Rao,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Chargesheet Filed."
REC009601,Online Bank Transaction,7/22/2025 22:37,Delhi,Dwarka,Payal Patel,59,Female,9.17762E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN154557024140,Bank of Baroda,XXXX2755,201108.58,Debit Card,Flipkart,No,"Debit Card transaction of INR 201,108.58, fraud_flag=No."
REC002889,Call Data Record,10/20/2023 4:53,Telangana,Hyderabad,Arjun Choudhary,20,Male,9.19423E+11,Resolved,,,,,9.16694E+11,9.16366E+11,0,Missed,Punjab,4.96383E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via West Bengal circle.
REC006687,Social Media Theft,4/23/2024 23:15,Kerala,Kozhikode,Ankit Ghosh,54,Male,9.17944E+11,Escalated,,,,,,,,,,,,,,,,Telegram,@ankit_ghosh655,Data Leak,85383,Under Review,,,,,,,,Data Leak reported on Telegram account.
REC006316,Social Media Theft,8/4/2024 1:56,Delhi,Rohini,Aditya Sharma,59,Male,9.17391E+11,Resolved,,,,,,,,,,,,,,,,WhatsApp,@aditya_sharma491,Account Hacked,175442,Not Recovered,,,,,,,,Account Hacked reported on WhatsApp account.
REC000528,Cybercrime,2/12/2023 23:43,Punjab,Mohali,Sakshi Malhotra,53,Female,9.16613E+11,Under Review,Credit Card Skimming,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via SMS, financial loss INR 0.00."
REC004130,Online FIR,6/8/2024 9:06,Maharashtra,Nashik,Manish Bansal,33,Male,9.19334E+11,Escalated,,,,,,,,,,,FIR/2026/81883,Nashik Cyber Crime PS,Online Impersonation,SHO Aanya Bhatt,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Chargesheet Filed."
REC000723,Cybercrime,11/11/2023 11:46,Maharashtra,Pune,Myra Pillai,27,Female,9.18261E+11,Resolved,Credit Card Skimming,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via SMS, financial loss INR 0.00."
REC005121,Online FIR,7/6/2025 19:40,Bihar,Patna,Sandeep Thakur,50,Male,9.16944E+11,Open,,,,,,,,,,,FIR/2024/13727,Patna Cyber Crime PS,Identity Theft,Constable Kiara Ghosh,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Under Investigation."
REC004723,Online FIR,12/3/2023 8:23,Telangana,Warangal,Harsh Verma,34,Male,9.19427E+11,Closed,,,,,,,,,,,FIR/2024/86463,Warangal Cyber Crime PS,Cyber Fraud,Inspector Siddharth Sharma,Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Filed."
REC000221,Cybercrime,9/14/2024 9:07,Maharashtra,Nashik,Ira Chatterjee,57,Female,9.18903E+11,Under Review,Phishing,Phone Call,,299957.7,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via Phone Call, financial loss INR 299,957.70."
REC009189,Online Bank Transaction,12/21/2024 17:18,Haryana,Faridabad,Siddharth Mishra,60,Male,9.18474E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN808034519342,Canara Bank,XXXX3287,247176.63,RTGS,Myntra,No,"RTGS transaction of INR 247,176.63, fraud_flag=No."
REC001936,Cybercrime,10/19/2023 7:02,Bihar,Gaya,Naveen Verma,55,Male,9.17591E+11,Under Review,QR Code Fraud,Mobile App,,1510.23,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Mobile App, financial loss INR 1,510.23."
REC000345,Cybercrime,11/10/2023 18:45,Andhra Pradesh,Visakhapatnam,Anjali Bose,28,Female,9.18204E+11,Open,Identity Theft,Website,,0,,,,,,,,,,,,,,,,,,,,,,,,"Identity Theft reported via Website, financial loss INR 0.00."
REC008333,Online Bank Transaction,2/11/2025 0:26,Haryana,Gurugram,Aanya Thakur,51,Female,9.18331E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN817051931945,Union Bank of India,XXXX5805,51765.73,Credit Card,IRCTC,No,"Credit Card transaction of INR 51,765.73, fraud_flag=No."
REC009675,Online Bank Transaction,5/27/2025 13:46,Gujarat,Surat,Kavya Bhatt,21,Female,9.17522E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN449160536841,HDFC Bank,XXXX0720,224794.22,NEFT,BigBasket,Yes,"NEFT transaction of INR 224,794.22, fraud_flag=Yes."
REC004484,Online FIR,5/18/2024 10:23,Andhra Pradesh,Vijayawada,Ananya Kapoor,33,Female,9.19851E+11,Closed,,,,,,,,,,,FIR/2024/26557,Vijayawada Cyber Crime PS,Cyber Fraud,DySP Gaurav Verma,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Under Investigation."
REC009707,Online Bank Transaction,9/29/2023 1:29,Bihar,Patna,Yash Dubey,37,Male,9.17042E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN243191796007,IDBI Bank,XXXX7356,221893.24,IMPS,Paytm Mall,Yes,"IMPS transaction of INR 221,893.24, fraud_flag=Yes."
REC008487,Online Bank Transaction,4/29/2026 20:39,Kerala,Kochi,Aarav Singh,54,Male,9.1662E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN498858037872,Punjab National Bank,XXXX8882,100273.81,UPI,Flipkart,Yes,"UPI transaction of INR 100,273.81, fraud_flag=Yes."
REC009217,Online Bank Transaction,6/9/2024 14:26,Tamil Nadu,Madurai,Rajesh Agarwal,69,Male,9.17953E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN106533387144,State Bank of India,XXXX3424,178233.63,NEFT,Croma,No,"NEFT transaction of INR 178,233.63, fraud_flag=No."
REC006904,Social Media Theft,6/30/2024 19:39,Andhra Pradesh,Vijayawada,Pallavi Gupta,34,Female,9.16733E+11,Closed,,,,,,,,,,,,,,,,Instagram,@pallavi_gupta268,Account Hacked,235103,Not Recovered,,,,,,,,Account Hacked reported on Instagram account.
REC009155,Online Bank Transaction,11/7/2024 14:26,Gujarat,Ahmedabad,Sneha Dubey,67,Female,9.17701E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN612934492503,Kotak Mahindra Bank,XXXX8813,132940.29,IMPS,Croma,No,"IMPS transaction of INR 132,940.29, fraud_flag=No."
REC005961,Online FIR,3/31/2024 17:41,Kerala,Kochi,Pallavi Gupta,70,Female,9.18568E+11,Closed,,,,,,,,,,,FIR/2024/54760,Kochi Cyber Crime PS,Online Impersonation,ASI Diya Verma,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Under Investigation."
REC007035,Social Media Theft,2/26/2025 21:32,Uttar Pradesh,Kanpur,Sai Ghosh,44,Male,9.17353E+11,Under Review,,,,,,,,,,,,,,,,LinkedIn,@sai_ghosh128,Unauthorized Access,124909,Recovered,,,,,,,,Unauthorized Access reported on LinkedIn account.
REC006052,Social Media Theft,12/29/2023 4:12,Tamil Nadu,Coimbatore,Sakshi Yadav,62,Female,9.18594E+11,Closed,,,,,,,,,,,,,,,,Telegram,@sakshi_yadav965,Account Hacked,5244,Pending,,,,,,,,Account Hacked reported on Telegram account.
REC002392,Call Data Record,1/13/2026 8:02,Gujarat,Surat,Priya Dubey,18,Female,9.18075E+11,Escalated,,,,,9.19965E+11,9.17138E+11,809,Incoming,AP,3.67361E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 809s logged via UP West circle.
REC007182,Social Media Theft,11/4/2024 1:18,West Bengal,Kolkata,Sai Mishra,27,Male,9.19516E+11,Resolved,,,,,,,,,,,,,,,,Twitter/X,@sai_mishra98,Unauthorized Access,127378,Pending,,,,,,,,Unauthorized Access reported on Twitter/X account.
REC004329,Online FIR,5/20/2026 17:03,Maharashtra,Mumbai,Nikhil Nair,42,Male,9.17861E+11,Under Review,,,,,,,,,,,FIR/2025/16354,Mumbai Cyber Crime PS,Data Theft,DySP Shreya Mishra,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Chargesheet Filed."
REC006453,Social Media Theft,10/18/2024 9:07,Madhya Pradesh,Bhopal,Aman Choudhary,25,Male,9.1825E+11,Under Review,,,,,,,,,,,,,,,,Instagram,@aman_choudhary775,Fake Profile Created,97205,Recovered,,,,,,,,Fake Profile Created reported on Instagram account.
REC001984,Cybercrime,5/13/2025 19:22,Rajasthan,Udaipur,Vihaan Sharma,61,Male,9.19797E+11,Under Review,Sextortion,SMS,,405753.88,,,,,,,,,,,,,,,,,,,,,,,,"Sextortion reported via SMS, financial loss INR 405,753.88."
REC008247,Online Bank Transaction,3/31/2023 13:05,Gujarat,Ahmedabad,Neha Malhotra,19,Female,9.17337E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN118409122951,ICICI Bank,XXXX9986,57567.37,NEFT,Paytm Mall,No,"NEFT transaction of INR 57,567.37, fraud_flag=No."
REC001555,Cybercrime,3/19/2024 20:49,Haryana,Faridabad,Pranav Patel,18,Male,9.17936E+11,Under Review,QR Code Fraud,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Email, financial loss INR 0.00."
REC004851,Online FIR,8/20/2026 5:14,Telangana,Hyderabad,Pallavi Chauhan,55,Female,9.17491E+11,Under Review,,,,,,,,,,,FIR/2025/85381,Hyderabad Cyber Crime PS,Data Theft,DySP Myra Mehta,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Pending Verification."
REC009096,Online Bank Transaction,8/15/2026 5:06,Rajasthan,Jaipur,Kiara Ghosh,21,Female,9.1962E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN194070813718,Union Bank of India,XXXX2681,30250.48,UPI,BookMyShow,No,"UPI transaction of INR 30,250.48, fraud_flag=No."
REC009923,Online Bank Transaction,8/9/2025 9:37,Maharashtra,Nashik,Krishna Mehta,19,Male,9.19999E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN740115663890,Union Bank of India,XXXX3192,101146.65,Debit Card,Ola,No,"Debit Card transaction of INR 101,146.65, fraud_flag=No."
REC007533,Social Media Theft,1/21/2025 2:29,Andhra Pradesh,Visakhapatnam,Rohan Nair,24,Male,9.17891E+11,Closed,,,,,,,,,,,,,,,,Snapchat,@rohan_nair493,Unauthorized Access,88469,Not Recovered,,,,,,,,Unauthorized Access reported on Snapchat account.
REC006854,Social Media Theft,6/24/2025 17:24,Rajasthan,Udaipur,Siddharth Gupta,64,Male,9.17179E+11,Resolved,,,,,,,,,,,,,,,,Twitter/X,@siddharth_gupta545,Data Leak,176124,Recovered,,,,,,,,Data Leak reported on Twitter/X account.
REC004642,Online FIR,12/9/2024 22:44,Haryana,Faridabad,Siddharth Gupta,58,Male,9.16397E+11,Open,,,,,,,,,,,FIR/2026/78266,Faridabad Cyber Crime PS,Online Impersonation,ASI Kiara Sharma,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Under Investigation."
REC002882,Call Data Record,12/18/2025 10:48,Karnataka,Mangaluru,Ira Kapoor,53,Female,9.18519E+11,Resolved,,,,,9.18239E+11,9.16106E+11,1138,Incoming,Punjab,3.41324E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1138s logged via UP East circle.
REC001678,Cybercrime,11/2/2024 12:27,Punjab,Mohali,Kunal Yadav,43,Male,9.17421E+11,Resolved,Ransomware,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via Social Media, financial loss INR 0.00."
REC004886,Online FIR,8/24/2024 13:53,Haryana,Panipat,Ishaan Saxena,49,Male,9.1775E+11,Escalated,,,,,,,,,,,FIR/2026/17172,Panipat Cyber Crime PS,Cyber Fraud,SHO Abhishek Yadav,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Chargesheet Filed."
REC001965,Cybercrime,12/3/2024 13:19,Gujarat,Vadodara,Anjali Mishra,51,Female,9.16899E+11,Resolved,Credit Card Skimming,Social Media,,145642.88,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via Social Media, financial loss INR 145,642.88."
REC000902,Cybercrime,9/5/2023 11:20,Punjab,Mohali,Divya Kumar,42,Female,9.19084E+11,Open,Sextortion,SMS,,497505.75,,,,,,,,,,,,,,,,,,,,,,,,"Sextortion reported via SMS, financial loss INR 497,505.75."
REC007131,Social Media Theft,1/21/2026 9:46,Maharashtra,Nashik,Aarav Sinha,57,Male,9.16965E+11,Escalated,,,,,,,,,,,,,,,,Facebook,@aarav_sinha895,Data Leak,214202,Recovered,,,,,,,,Data Leak reported on Facebook account.
REC003069,Call Data Record,3/14/2025 18:58,Karnataka,Mysuru,Aanya Pillai,25,Female,9.18758E+11,Under Review,,,,,9.16093E+11,9.19355E+11,0,Missed,Rajasthan,6.2685E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Mumbai circle.
REC002297,Call Data Record,7/28/2024 3:23,Andhra Pradesh,Vijayawada,Diya Singh,62,Female,9.17264E+11,Under Review,,,,,9.18787E+11,9.17023E+11,0,Missed,Delhi,2.1498E+13,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Kerala circle.
REC006238,Social Media Theft,7/31/2025 13:58,Tamil Nadu,Chennai,Simran Kapoor,45,Female,9.17862E+11,Escalated,,,,,,,,,,,,,,,,Twitter/X,@simran_kapoor67,Fake Profile Created,103488,Pending,,,,,,,,Fake Profile Created reported on Twitter/X account.
REC005863,Online FIR,8/1/2025 10:42,Tamil Nadu,Coimbatore,Simran Rao,52,Female,9.18738E+11,Closed,,,,,,,,,,,FIR/2024/60056,Coimbatore Cyber Crime PS,Cyber Fraud,SHO Shreya Malhotra,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Under Investigation."
REC000297,Cybercrime,8/12/2023 11:57,Gujarat,Ahmedabad,Ananya Bose,52,Female,9.19392E+11,Escalated,QR Code Fraud,Website,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Website, financial loss INR 0.00."
REC008779,Online Bank Transaction,6/14/2024 12:59,Tamil Nadu,Madurai,Anjali Choudhary,67,Female,9.16208E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN958711268018,ICICI Bank,XXXX5414,293182.21,Credit Card,Paytm Mall,No,"Credit Card transaction of INR 293,182.21, fraud_flag=No."
REC000058,Cybercrime,4/23/2026 14:34,Gujarat,Surat,Yash Gupta,41,Male,9.16784E+11,Open,Sextortion,Phone Call,,201107.82,,,,,,,,,,,,,,,,,,,,,,,,"Sextortion reported via Phone Call, financial loss INR 201,107.82."
REC007243,Social Media Theft,12/17/2024 20:33,Karnataka,Mangaluru,Ira Verma,50,Female,9.16498E+11,Closed,,,,,,,,,,,,,,,,Telegram,@ira_verma294,Fake Profile Created,74417,Not Recovered,,,,,,,,Fake Profile Created reported on Telegram account.
REC004386,Online FIR,12/8/2023 7:11,Karnataka,Mangaluru,Isha Nair,58,Female,9.19842E+11,Closed,,,,,,,,,,,FIR/2026/51863,Mangaluru Cyber Crime PS,Data Theft,ASI Ritika Sinha,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Under Investigation."
REC002985,Call Data Record,4/18/2025 16:22,Kerala,Thiruvananthapuram,Sakshi Kapoor,33,Female,9.16313E+11,Escalated,,,,,9.17989E+11,9.18434E+11,1088,Outgoing,UP East,5.80818E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1088s logged via MP circle.
REC000028,Cybercrime,7/18/2023 6:18,Bihar,Gaya,Simran Patel,57,Female,9.16699E+11,Open,OTP Fraud,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"OTP Fraud reported via Mobile App, financial loss INR 0.00."
REC004408,Online FIR,5/14/2024 13:40,Rajasthan,Jaipur,Diya Mehta,33,Female,9.19307E+11,Open,,,,,,,,,,,FIR/2026/14950,Jaipur Cyber Crime PS,Online Impersonation,SHO Pooja Bose,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC009878,Online Bank Transaction,10/17/2025 11:05,Tamil Nadu,Chennai,Bhavna Agarwal,49,Female,9.18915E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN406287933969,Yes Bank,XXXX5207,176907.17,RTGS,Myntra,No,"RTGS transaction of INR 176,907.17, fraud_flag=No."
REC002677,Call Data Record,10/17/2023 5:18,Gujarat,Ahmedabad,Bhavna Gupta,18,Female,9.16555E+11,Open,,,,,9.18299E+11,9.18335E+11,2677,Incoming,Kerala,4.30258E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 2677s logged via West Bengal circle.
REC008546,Online Bank Transaction,2/21/2025 6:35,Delhi,New Delhi,Aarti Mishra,32,Female,9.16394E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN910207855557,Union Bank of India,XXXX4053,167848.91,Credit Card,Zomato,No,"Credit Card transaction of INR 167,848.91, fraud_flag=No."
REC005263,Online FIR,4/28/2025 8:54,West Bengal,Kolkata,Swati Chatterjee,50,Female,9.19142E+11,Closed,,,,,,,,,,,FIR/2025/49758,Kolkata Cyber Crime PS,Cyber Fraud,Inspector Vihaan Saxena,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Chargesheet Filed."
REC005842,Online FIR,6/10/2023 4:16,West Bengal,Siliguri,Pooja Thakur,67,Female,9.19626E+11,Resolved,,,,,,,,,,,FIR/2026/76357,Siliguri Cyber Crime PS,Financial Fraud,ASI Pranav Rao,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Pending Verification."
REC007022,Social Media Theft,11/18/2024 4:54,Gujarat,Vadodara,Pooja Thakur,39,Female,9.19109E+11,Open,,,,,,,,,,,,,,,,WhatsApp,@pooja_thakur569,Password Compromised,75326,Pending,,,,,,,,Password Compromised reported on WhatsApp account.
REC003249,Call Data Record,2/18/2025 21:07,Gujarat,Vadodara,Sai Verma,29,Male,9.19307E+11,Under Review,,,,,9.17026E+11,9.16852E+11,3254,Outgoing,MP,3.15538E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 3254s logged via Karnataka circle.
REC005668,Online FIR,4/18/2024 20:03,Andhra Pradesh,Visakhapatnam,Sakshi Kumar,67,Female,9.16605E+11,Escalated,,,,,,,,,,,FIR/2026/56649,Visakhapatnam Cyber Crime PS,Identity Theft,DySP Karan Bansal,Closed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Closed."
